,sex,row_number,liters_drunk,age,drink,check_number,label
573,0,44.0,5.0,39,Strong beer,7256,1
574,0,40.0,4.0,50,Cola,662,0
575,1,21.0,2.4767078189300413,21,Water,1645,0
576,1,98.0,4.0,52,Cola,8849,1
577,1,100.0,3.0,71,Fanta,8259,1
578,0,41.0,5.0,36,Strong beer,3920,1
579,1,56.0,2.0,53,Beerbeer,7575,1
580,0,11.0,2.0,30,Strong beer,9194,1
581,1,65.0,2.4767078189300413,72,Water,8687,1
582,1,39.0,5.0,66,Bugbeer,2309,1
583,1,53.0,2.0,73,Cola,3950,0
584,0,7.0,2.4767078189300413,36,Cola,7154,1
585,0,64.0,2.4767078189300413,52,Cola,2702,1
586,0,13.0,5.0,79,Strong beer,5173,0
587,0,83.0,2.4767078189300413,10,Water,5943,0
588,0,100.0,2.0,37,Beerbeer,7902,1
589,1,62.0,1.0,55,Bugbeer,3509,1
590,0,100.0,2.0,25,Strong beer,6490,1
591,0,100.0,3.0,22,Bugbeer,3403,0
592,1,77.0,5.0,49,Cola,9405,0
593,1,100.0,2.4767078189300413,10,Fanta,5174,0
594,1,61.0,4.0,49,Beerbeer,8024,1
595,0,30.0,5.0,61,Bugbeer,7651,1
596,1,19.0,2.4767078189300413,46,Strong beer,9670,1
597,0,76.0,0.0,42,Strong beer,8593,0
598,0,45.0,1.0,21,Fanta,899,1
599,1,43.0,1.0,38,Beerbeer,4958,1
600,1,72.0,1.0,13,Fanta,3232,1
601,1,55.0,1.0,49,Cola,7109,0
602,1,11.0,4.0,14,Fanta,4008,1
603,0,63.0,3.0,24,Cola,6286,0
604,1,66.0,2.0,37,Strong beer,2372,0
605,1,31.0,5.0,65,Beerbeer,4194,0
606,0,23.0,2.4767078189300413,56,Water,9871,0
607,0,89.0,3.0,14,Cola,620,1
608,0,22.0,5.0,57,Fanta,6653,1
609,1,93.0,4.0,57,Fanta,7044,1
610,1,93.0,3.0,57,Fanta,8897,0
611,0,21.0,0.0,62,Strong beer,1835,1
612,0,78.0,3.0,38,Cola,2723,1
613,1,25.0,1.0,48,Strong beer,7903,0
614,1,25.0,4.0,23,Cola,4617,0
615,1,51.0,1.0,63,Cola,3688,1
616,0,69.0,4.0,57,Beerbeer,1140,1
617,1,33.0,3.0,59,Cola,9968,0
618,1,43.0,3.0,24,Strong beer,865,1
619,0,12.0,4.0,51,Fanta,8841,0
620,0,76.0,5.0,60,Water,2862,0
621,1,100.0,4.0,24,Strong beer,4582,1
622,1,57.0,1.0,34,Fanta,4646,0
623,0,47.0,3.0,42,Water,3733,0
624,1,61.0,5.0,16,Water,525,1
625,1,80.0,0.0,70,Cola,2922,0
626,1,43.0,2.4767078189300413,57,Bugbeer,6748,1
627,1,69.0,2.0,72,Bugbeer,3123,0
628,1,99.0,5.0,43,Water,8215,1
629,0,78.0,0.0,29,Cola,1570,0
630,0,95.0,2.0,26,Cola,8782,0
631,1,94.0,0.0,27,Strong beer,6995,1
632,0,45.0,5.0,24,Water,5301,0
633,0,90.0,3.0,64,Beerbeer,7310,0
634,1,93.0,2.0,19,Cola,6757,1
635,0,79.0,4.0,56,Beerbeer,8538,1
636,1,83.0,3.0,10,Cola,5039,1
637,0,86.0,3.0,48,Beerbeer,4321,1
638,0,0.0,3.0,32,Bugbeer,9655,0
639,1,8.0,3.0,45,Bugbeer,2042,1
640,0,100.0,2.0,61,Water,3326,1
641,1,89.0,5.0,52,Cola,4084,1
642,0,73.0,5.0,19,Fanta,2148,1
643,0,53.0,3.0,14,Fanta,2451,1
644,1,62.0,0.0,33,Water,175,1
645,0,55.0,5.0,80,Beerbeer,8977,0
646,1,44.0,1.0,53,Strong beer,6668,0
647,1,53.0,4.0,13,Fanta,9338,1
648,0,15.0,2.0,47,Bugbeer,3205,0
649,1,47.0,3.0,45,Beerbeer,7289,1
650,0,74.0,4.0,56,Water,7939,1
651,1,89.0,2.4767078189300413,68,Bugbeer,9511,0
652,0,0.0,2.4767078189300413,50,Beerbeer,9930,1
653,1,3.0,4.0,33,Beerbeer,6380,1
654,0,52.0,3.0,30,Beerbeer,8366,1
655,0,78.0,3.0,62,Bugbeer,8951,1
656,0,82.0,3.0,57,Bugbeer,5558,1
657,1,27.0,1.0,50,Beerbeer,2715,1
658,0,13.0,4.0,15,Cola,9951,0
659,0,10.0,0.0,26,Fanta,1981,1
660,1,13.0,2.4767078189300413,61,Fanta,6284,1
661,0,100.0,2.4767078189300413,48,Bugbeer,2531,0
662,0,73.0,4.0,48,Strong beer,1250,1
663,1,72.0,5.0,56,Beerbeer,4598,0
664,0,48.0,4.0,10,Fanta,4591,1
665,1,100.0,0.0,27,Beerbeer,8733,1
666,0,49.0,5.0,57,Strong beer,5393,0
667,1,52.0,3.0,48,Water,2454,0
668,0,74.0,4.0,64,Cola,130,1
669,1,26.0,3.0,73,Beerbeer,8568,0
670,1,21.0,4.0,69,Bugbeer,9669,0
671,0,31.0,0.0,54,Beerbeer,40,0
672,1,5.0,2.4767078189300413,43,Strong beer,8832,0
673,1,47.0,3.0,33,Fanta,2067,0
674,0,69.0,5.0,76,Strong beer,4574,1
675,0,78.0,0.0,14,Fanta,4612,0
676,0,100.0,0.0,76,Water,8926,0
677,0,33.0,3.0,26,Fanta,9018,1
678,0,50.0,3.0,59,Fanta,6123,0
679,0,74.0,0.0,32,Beerbeer,7394,0
680,0,20.0,5.0,63,Cola,9558,0
681,1,15.0,5.0,59,Beerbeer,7972,0
682,0,100.0,5.0,14,Water,6613,1
683,1,24.0,2.0,34,Water,5978,1
684,0,36.0,2.4767078189300413,45,Bugbeer,4951,0
685,1,34.0,0.0,11,Cola,8107,0
686,1,11.0,0.0,41,Strong beer,3379,0
687,0,40.0,3.0,51,Water,2126,1
688,0,48.0,3.0,40,Water,3127,1
689,1,50.0,1.0,24,Water,7222,1
690,1,9.0,0.0,50,Strong beer,2707,0
691,1,56.0,2.4767078189300413,70,Cola,6371,0
692,1,22.0,0.0,40,Beerbeer,9273,0
693,0,5.0,1.0,45,Cola,57,1
694,0,59.0,3.0,11,Fanta,2311,1
695,0,96.0,3.0,61,Cola,977,0
696,1,82.0,5.0,71,Bugbeer,6769,0
697,0,90.0,2.0,68,Water,4976,0
698,0,94.0,1.0,77,Cola,5254,0
699,0,83.0,2.0,43,Cola,8723,0
700,1,2.0,4.0,47,Fanta,648,1
701,1,92.0,2.4767078189300413,42,Water,6119,1
702,1,76.0,4.0,13,Fanta,8981,1
703,1,94.0,5.0,14,Cola,5251,1
704,1,73.0,0.0,76,Fanta,2799,0
705,0,18.0,2.0,24,Fanta,5320,0
706,0,24.0,0.0,30,Water,2386,1
707,0,15.0,0.0,36,Cola,4534,1
708,1,85.0,5.0,33,Fanta,888,1
709,1,100.0,0.0,44,Cola,6477,1
710,0,5.0,4.0,80,Bugbeer,7529,0
711,0,44.0,1.0,74,Water,1101,1
712,1,31.0,2.4767078189300413,53,Cola,6146,0
713,0,99.0,3.0,19,Water,6720,1
714,0,8.0,1.0,43,Cola,4208,0
715,1,32.0,0.0,77,Cola,65,0
716,0,64.0,2.0,60,Beerbeer,2077,0
717,1,89.0,0.0,59,Beerbeer,7312,1
718,0,49.0,2.0,37,Bugbeer,7131,1
719,0,41.0,2.4767078189300413,22,Strong beer,3596,1
720,1,91.0,3.0,10,Water,4220,1
721,0,57.0,5.0,27,Strong beer,9040,1
722,1,2.0,0.0,75,Strong beer,6938,1
723,1,55.0,2.0,71,Bugbeer,413,0
724,1,63.0,0.0,17,Fanta,978,1
725,1,96.0,1.0,41,Bugbeer,8070,1
726,1,9.0,1.0,29,Water,4112,1
727,1,86.0,3.0,60,Beerbeer,691,1
728,1,9.0,4.0,20,Water,3785,0
729,1,52.0,2.4767078189300413,44,Fanta,2726,0
730,0,99.0,5.0,52,Beerbeer,2995,0
731,1,82.0,3.0,61,Fanta,1075,0
732,1,100.0,1.0,72,Beerbeer,2837,0
733,1,94.0,3.0,52,Water,2384,1
734,1,41.0,0.0,72,Beerbeer,4728,1
735,0,44.0,2.0,29,Fanta,1719,1
736,0,11.0,4.0,13,Fanta,1093,1
737,1,58.0,5.0,69,Strong beer,4633,0
738,1,29.0,4.0,70,Water,7008,1
739,1,20.0,2.0,19,Fanta,858,0
740,1,21.0,5.0,36,Water,3961,1
741,1,16.0,2.4767078189300413,69,Fanta,1334,1
742,1,76.0,3.0,12,Fanta,3266,1
743,0,100.0,0.0,16,Water,6258,0
744,0,24.0,0.0,50,Water,4338,1
745,0,92.0,3.0,78,Beerbeer,2242,0
746,0,65.0,5.0,80,Fanta,9498,1
747,1,82.0,1.0,33,Water,9120,1
748,1,16.0,2.0,44,Beerbeer,6287,0
749,0,77.0,5.0,34,Fanta,4890,1
750,1,63.0,2.0,69,Beerbeer,9926,1
751,0,18.0,5.0,60,Cola,6805,1
752,1,22.0,2.4767078189300413,60,Strong beer,1532,0
753,1,30.0,2.4767078189300413,63,Cola,7195,0
754,1,34.0,5.0,62,Strong beer,5847,0
755,1,100.0,0.0,51,Cola,8198,0
756,1,18.0,3.0,53,Water,3385,0
757,0,77.0,5.0,73,Cola,6656,0
758,1,80.0,4.0,57,Bugbeer,8293,0
759,1,79.0,2.4767078189300413,51,Cola,70,0
760,1,53.0,2.0,22,Bugbeer,4613,0
761,0,44.0,0.0,50,Bugbeer,7094,1
762,0,14.0,3.0,57,Strong beer,2409,0
763,0,77.0,0.0,24,Beerbeer,3330,1
764,1,100.0,5.0,44,Cola,8939,0
765,1,84.0,0.0,13,Water,6726,1
766,1,48.0,1.0,11,Cola,5720,0
767,1,92.0,2.0,19,Water,553,1
768,0,5.0,1.0,54,Water,5383,0
769,1,63.0,2.0,24,Strong beer,5530,1
770,1,100.0,1.0,10,Water,594,0
771,1,39.0,5.0,50,Strong beer,4292,1
772,0,51.0,5.0,76,Beerbeer,4939,1
773,1,21.0,1.0,32,Cola,6076,0
774,1,68.0,3.0,10,Water,446,1
775,1,65.0,3.0,73,Bugbeer,8768,0
776,1,17.0,1.0,27,Fanta,9848,1
777,1,12.0,5.0,60,Beerbeer,7472,1
778,1,99.0,2.4767078189300413,42,Fanta,3638,0
779,1,11.0,1.0,37,Beerbeer,6030,1
780,0,21.0,2.0,74,Cola,2360,0
781,0,92.0,0.0,77,Water,1182,1
782,1,4.0,2.4767078189300413,22,Bugbeer,295,1
783,0,64.0,1.0,72,Cola,8134,0
784,0,6.0,1.0,62,Cola,9988,1
785,1,31.0,4.0,40,Fanta,1041,1
786,1,11.0,5.0,63,Water,5233,1
787,0,42.0,4.0,23,Cola,9973,0
788,0,41.0,3.0,42,Strong beer,7374,1
789,1,75.0,0.0,17,Fanta,6051,0
790,1,90.0,4.0,64,Fanta,2358,0
791,1,34.0,1.0,37,Fanta,3830,1
792,1,83.0,5.0,20,Cola,7738,0
793,1,91.0,1.0,23,Strong beer,5230,1
794,1,100.0,2.4767078189300413,61,Beerbeer,2733,0
795,1,70.0,0.0,17,Water,3317,0
796,1,40.0,2.0,11,Water,5728,1
797,0,100.0,5.0,75,Strong beer,1020,0
798,1,76.0,1.0,13,Fanta,418,1
799,1,8.0,5.0,60,Beerbeer,6950,1
800,0,90.0,3.0,60,Fanta,3986,1
801,1,34.0,5.0,74,Bugbeer,6537,1
802,0,71.0,4.0,33,Bugbeer,163,1
803,1,39.0,2.0,76,Cola,2921,0
804,1,52.0,5.0,18,Fanta,3276,0
805,1,73.0,3.0,36,Beerbeer,4828,1
806,1,9.0,0.0,46,Cola,2219,0
807,0,69.0,3.0,13,Cola,3053,1
808,0,15.0,0.0,30,Cola,8376,1
809,0,36.0,4.0,31,Strong beer,5108,1
810,0,100.0,2.0,21,Bugbeer,3777,1
811,1,26.0,5.0,41,Beerbeer,8737,1
812,0,50.0,3.0,42,Fanta,6063,1
813,0,79.0,5.0,56,Water,3061,0
814,0,62.0,2.0,32,Fanta,1480,1
815,0,100.0,1.0,31,Bugbeer,9770,1
816,0,33.0,5.0,37,Bugbeer,4956,1
817,1,40.0,2.4767078189300413,34,Cola,7600,0
818,1,100.0,4.0,53,Strong beer,7277,0
819,1,100.0,0.0,80,Cola,9686,0
820,1,66.0,2.4767078189300413,48,Strong beer,8510,1
821,1,58.0,5.0,26,Fanta,2383,0
822,0,55.0,5.0,30,Strong beer,1741,1
823,0,47.0,1.0,26,Fanta,8628,1
824,1,35.0,2.0,27,Cola,9760,0
825,1,14.0,2.0,25,Cola,6278,1
826,1,19.0,3.0,23,Water,8789,0
827,1,70.0,3.0,25,Cola,804,1
828,1,53.0,0.0,22,Cola,3708,0
829,1,43.0,2.4767078189300413,49,Fanta,2010,1
830,0,6.0,3.0,41,Beerbeer,4207,0
831,1,1.0,5.0,21,Cola,657,0
832,0,6.0,1.0,70,Water,4694,0
833,0,30.0,3.0,41,Bugbeer,4547,0
834,0,99.0,1.0,78,Bugbeer,8176,0
835,0,100.0,3.0,19,Water,9368,0
836,0,25.0,5.0,71,Bugbeer,2287,1
837,1,28.0,2.0,57,Cola,3762,1
838,0,62.0,4.0,41,Cola,9992,0
839,1,27.0,1.0,33,Water,7944,1
840,1,9.0,1.0,41,Beerbeer,4918,1
841,1,71.0,0.0,33,Strong beer,5922,0
842,1,65.0,5.0,41,Bugbeer,3223,1
843,0,18.0,2.0,48,Beerbeer,7408,1
844,1,32.0,4.0,13,Fanta,1137,1
845,0,11.0,2.0,42,Water,9267,0
846,0,64.0,5.0,59,Water,7624,1
847,0,29.0,2.0,42,Bugbeer,2850,0
848,0,27.0,3.0,29,Strong beer,7982,1
849,0,37.0,0.0,28,Strong beer,9144,1
850,1,38.0,1.0,29,Water,6559,1
851,1,59.0,2.0,59,Cola,7967,0
852,0,94.0,5.0,11,Water,5436,1
853,1,48.0,1.0,15,Water,3617,1
854,0,38.0,1.0,47,Fanta,2642,0
855,1,51.0,2.0,54,Water,2185,1
856,1,84.0,0.0,43,Water,625,1
857,0,18.0,1.0,32,Beerbeer,4820,1
858,0,2.0,3.0,32,Beerbeer,1017,1
859,0,5.0,2.0,41,Fanta,6250,0
860,1,57.0,2.0,20,Water,7914,0
861,0,11.0,5.0,12,Fanta,9190,1
862,1,45.0,0.0,64,Water,1674,0
863,0,23.0,3.0,54,Strong beer,8252,0
864,0,73.0,3.0,16,Water,149,1
865,1,94.0,4.0,25,Cola,2847,0
866,1,5.0,4.0,46,Cola,6928,0
867,1,19.0,2.4767078189300413,20,Cola,9246,0
868,1,93.0,5.0,40,Water,2885,1
869,0,6.0,2.0,21,Bugbeer,4061,1
870,1,29.0,4.0,22,Water,6887,1
871,0,72.0,0.0,68,Fanta,1360,1
872,0,100.0,3.0,15,Cola,794,1
873,1,10.0,0.0,49,Bugbeer,2413,0
874,1,23.0,0.0,40,Strong beer,637,1
875,0,25.0,2.0,78,Strong beer,2668,1
876,1,44.0,3.0,77,Water,2047,1
877,1,85.0,2.0,79,Fanta,7087,0
878,1,41.0,5.0,60,Beerbeer,3377,0
879,1,56.0,2.0,11,Water,5249,1
880,0,81.0,2.0,61,Fanta,522,0
881,1,100.0,5.0,18,Fanta,2479,1
882,1,19.0,4.0,70,Beerbeer,9096,0
883,1,71.0,4.0,27,Strong beer,6032,1
884,0,56.0,0.0,18,Water,3442,0
885,0,100.0,2.0,39,Bugbeer,2682,0
886,1,75.0,0.0,24,Bugbeer,5024,1
887,0,38.0,5.0,29,Bugbeer,9358,1
888,1,37.0,2.0,11,Cola,351,0
889,0,19.0,3.0,40,Fanta,3692,1
890,1,41.0,1.0,35,Fanta,3558,0
891,1,42.0,0.0,48,Beerbeer,5036,0
892,1,67.0,1.0,64,Bugbeer,3150,1
893,1,38.0,1.0,20,Cola,4200,1
894,1,82.0,4.0,51,Beerbeer,9133,1
895,0,100.0,3.0,33,Water,3670,0
896,1,11.0,4.0,25,Beerbeer,7647,1
897,0,56.0,4.0,23,Beerbeer,7703,1
898,1,39.0,4.0,62,Fanta,3282,0
899,1,53.0,3.0,48,Cola,5897,1
900,1,9.0,0.0,56,Cola,6672,1
901,0,2.0,3.0,71,Bugbeer,7831,0
902,0,74.0,0.0,37,Strong beer,3880,1
903,1,16.0,3.0,75,Fanta,7789,1
904,1,32.0,2.4767078189300413,73,Fanta,1077,0
905,0,67.0,5.0,69,Strong beer,4704,1
906,0,4.0,0.0,63,Beerbeer,5324,1
907,0,9.0,4.0,15,Fanta,1973,0
908,1,89.0,2.4767078189300413,11,Fanta,7984,1
909,1,10.0,2.4767078189300413,14,Cola,2794,1
910,0,95.0,4.0,22,Strong beer,5546,1
911,0,69.0,5.0,53,Fanta,1560,0
912,1,12.0,2.4767078189300413,25,Cola,4697,1
913,0,48.0,2.0,71,Beerbeer,232,1
914,0,92.0,3.0,61,Beerbeer,4044,0
915,1,10.0,4.0,67,Strong beer,5796,1
916,0,100.0,3.0,34,Cola,7606,1
917,1,22.0,4.0,31,Strong beer,5041,1
918,0,43.0,5.0,66,Beerbeer,2780,0
919,0,100.0,3.0,25,Fanta,3541,0
920,1,58.0,4.0,33,Bugbeer,4432,1
921,0,83.0,3.0,65,Fanta,8689,1
922,0,55.0,4.0,44,Fanta,5025,1
923,0,10.0,2.4767078189300413,58,Strong beer,8154,0
924,1,14.0,2.4767078189300413,41,Bugbeer,3153,1
925,1,74.0,2.0,72,Fanta,2601,1
926,0,50.0,0.0,12,Fanta,8325,0
927,0,54.0,2.0,71,Fanta,1161,1
928,1,2.0,1.0,77,Bugbeer,7478,1
929,1,57.0,3.0,58,Beerbeer,6867,1
930,1,47.0,3.0,41,Fanta,9671,1
931,0,69.0,3.0,73,Strong beer,3156,0
932,1,24.0,2.4767078189300413,75,Cola,3893,0
933,1,100.0,4.0,21,Strong beer,7550,1
934,1,96.0,3.0,24,Cola,141,0
935,1,77.0,0.0,44,Bugbeer,9138,0
936,0,90.0,2.0,48,Fanta,1483,0
937,0,58.0,2.0,51,Fanta,8426,1
938,1,34.0,2.0,80,Fanta,9950,1
939,0,47.0,2.4767078189300413,32,Strong beer,5373,1
940,1,0.0,1.0,77,Beerbeer,4167,1
941,0,45.0,3.0,12,Water,3021,1
942,0,39.0,3.0,18,Water,2813,1
943,0,25.0,2.0,40,Strong beer,5825,1
944,1,24.0,0.0,68,Cola,2624,1
945,1,44.0,0.0,38,Strong beer,877,0
946,0,59.0,1.0,30,Strong beer,3701,0
947,1,51.0,5.0,66,Bugbeer,4895,0
948,0,41.0,2.4767078189300413,17,Fanta,2932,0
949,0,88.0,1.0,32,Water,8002,0
950,1,68.0,2.0,53,Strong beer,4883,1
951,1,100.0,0.0,51,Beerbeer,486,0
952,0,30.0,4.0,37,Water,5475,1
953,0,58.0,3.0,14,Cola,6381,0
954,0,85.0,1.0,29,Strong beer,5160,0
955,1,81.0,3.0,35,Bugbeer,7906,1
956,1,35.0,0.0,69,Bugbeer,807,0
957,1,77.0,1.0,67,Fanta,2539,1
958,1,5.0,3.0,10,Cola,9857,1
959,1,28.0,5.0,66,Water,5605,1
960,0,10.0,2.0,18,Water,3497,0
961,1,61.0,4.0,37,Beerbeer,3532,1
962,1,35.0,4.0,38,Water,2854,0
963,0,12.0,2.0,73,Strong beer,164,0
964,0,0.0,3.0,49,Strong beer,9003,1
965,1,25.0,1.0,13,Fanta,4556,1
966,0,33.0,2.4767078189300413,60,Strong beer,5054,0
967,1,12.0,5.0,22,Beerbeer,9550,1
968,0,79.0,0.0,64,Water,4670,1
969,1,17.0,5.0,60,Cola,8075,1
970,1,49.0,3.0,30,Water,6466,0
971,0,12.0,2.0,12,Water,2911,0
972,0,73.0,1.0,54,Strong beer,9957,1
973,1,3.0,2.0,10,Cola,5151,0
974,0,10.0,0.0,30,Bugbeer,7461,1
975,1,51.0,2.0,40,Fanta,2838,1
976,1,71.0,5.0,29,Bugbeer,4323,1
977,1,2.0,2.0,70,Fanta,9263,1
978,0,86.0,4.0,46,Fanta,5691,1
979,0,51.0,0.0,76,Beerbeer,2092,1
980,0,73.0,5.0,54,Strong beer,8623,1
981,0,49.0,1.0,23,Beerbeer,9645,0
982,0,13.0,4.0,80,Fanta,8220,0
983,1,23.0,1.0,24,Water,6941,1
984,0,18.0,1.0,75,Strong beer,6090,1
985,0,10.0,2.0,23,Cola,7028,1
986,0,54.0,0.0,69,Cola,6628,0
987,1,1.0,2.4767078189300413,78,Cola,2690,1
988,0,17.0,2.0,14,Fanta,4300,0
989,0,54.0,2.4767078189300413,13,Cola,5442,1
990,1,76.0,3.0,12,Water,9754,1
991,1,42.0,4.0,52,Fanta,370,1
992,0,100.0,2.0,64,Strong beer,1421,1
993,1,55.0,0.0,46,Water,4222,1
994,1,69.0,3.0,51,Strong beer,7601,1
995,0,77.0,3.0,79,Bugbeer,7357,1
996,1,55.0,2.0,64,Water,1593,0
997,0,21.0,0.0,20,Water,7029,0
998,0,16.0,3.0,35,Beerbeer,9955,1
999,1,71.0,0.0,75,Fanta,1164,1
1000,1,86.0,3.0,80,Bugbeer,3614,0
1001,1,89.0,5.0,23,Cola,634,1
1002,0,4.0,2.4767078189300413,68,Bugbeer,5966,1
1003,1,68.0,5.0,27,Strong beer,2657,1
1004,0,49.0,2.0,57,Cola,1900,1
1005,1,7.0,5.0,67,Fanta,589,1
1006,0,100.0,4.0,17,Water,9439,0
1007,1,100.0,0.0,38,Beerbeer,2463,0
1008,0,54.0,1.0,26,Bugbeer,6121,0
1009,0,36.0,2.0,22,Bugbeer,9523,0
1010,1,33.0,3.0,57,Cola,1553,0
1011,0,26.0,5.0,17,Cola,2798,1
1012,0,43.0,2.0,78,Bugbeer,3620,0
1013,1,9.0,2.4767078189300413,52,Beerbeer,6333,1
1014,1,100.0,3.0,36,Beerbeer,8753,0
1015,1,25.0,4.0,24,Fanta,8691,1
1016,0,70.0,0.0,43,Strong beer,9437,1
1017,0,12.0,4.0,30,Beerbeer,5571,1
1018,1,6.0,3.0,77,Bugbeer,1115,1
1019,0,89.0,5.0,22,Strong beer,7160,1
1020,1,67.0,3.0,60,Beerbeer,1523,0
1021,1,7.0,3.0,23,Water,2547,1
1022,0,30.0,4.0,73,Strong beer,100,1
1023,0,29.0,3.0,51,Strong beer,2284,0
1024,1,5.0,4.0,20,Cola,4924,1
1025,1,42.0,2.0,48,Bugbeer,3047,0
1026,1,28.0,2.4767078189300413,64,Bugbeer,9623,0
1027,1,100.0,5.0,46,Beerbeer,4259,1
1028,0,25.0,0.0,20,Fanta,5093,0
1029,1,77.0,0.0,46,Water,3828,0
1030,1,9.0,3.0,45,Water,4383,1
1031,0,97.0,3.0,55,Beerbeer,1712,0
1032,1,34.0,3.0,46,Beerbeer,3816,1
1033,1,36.0,1.0,49,Water,6047,1
1034,0,32.0,1.0,39,Strong beer,7558,1
1035,1,67.0,1.0,67,Bugbeer,5167,0
1036,1,93.0,4.0,77,Beerbeer,6579,1
1037,0,9.0,1.0,25,Bugbeer,6725,0
1038,1,27.0,5.0,50,Cola,3476,1
1039,1,54.0,3.0,11,Cola,4320,0
1040,0,31.0,0.0,48,Bugbeer,590,0
1041,1,73.0,4.0,22,Bugbeer,3963,1
1042,0,98.0,5.0,32,Bugbeer,8494,1
1043,1,67.0,2.0,20,Fanta,7926,0
1044,0,48.0,0.0,74,Water,3224,0
1045,1,94.0,0.0,31,Cola,9536,0
1046,0,82.0,4.0,56,Cola,8173,0
1047,1,32.0,2.0,80,Water,6450,0
1048,0,100.0,4.0,33,Fanta,5112,0
1049,1,100.0,0.0,31,Beerbeer,2947,1
1050,0,78.0,0.0,73,Strong beer,2570,0
1051,1,74.0,3.0,69,Fanta,1356,1
1052,1,58.0,3.0,63,Fanta,3270,1
1053,0,78.0,1.0,66,Cola,3860,0
1054,1,83.0,0.0,68,Beerbeer,4841,1
1055,0,90.0,3.0,75,Fanta,3548,1
1056,1,44.0,2.0,52,Bugbeer,1521,1
1057,0,6.0,2.0,63,Cola,4304,0
1058,1,57.0,1.0,64,Water,5768,0
1059,0,100.0,1.0,70,Fanta,8231,1
1060,1,26.0,4.0,72,Fanta,3652,0
1061,1,63.0,0.0,64,Beerbeer,4496,0
1062,1,36.0,3.0,69,Cola,7820,0
1063,1,1.0,5.0,11,Water,6593,1
1064,0,20.0,5.0,74,Water,9070,1
1065,0,78.0,0.0,66,Cola,547,0
1066,1,43.0,3.0,78,Strong beer,2499,1
1067,1,4.0,2.0,32,Fanta,1538,1
1068,0,27.0,0.0,57,Bugbeer,3431,0
1069,1,77.0,5.0,31,Cola,8199,0
1070,0,86.0,5.0,80,Fanta,3392,0
1071,1,76.0,4.0,48,Strong beer,353,1
1072,1,36.0,0.0,15,Cola,9274,1
1073,0,92.0,4.0,71,Water,1458,1
1074,0,5.0,0.0,31,Cola,421,1
1075,1,24.0,5.0,47,Bugbeer,3637,1
1076,1,100.0,2.0,71,Water,3283,0
1077,1,99.0,3.0,22,Water,818,0
1078,1,92.0,1.0,22,Cola,4718,1
1079,1,100.0,2.0,67,Cola,7751,1
1080,0,13.0,1.0,72,Cola,3572,1
1081,0,77.0,3.0,14,Cola,4875,1
1082,0,95.0,3.0,22,Water,3954,0
1083,0,48.0,5.0,13,Cola,9590,1
1084,1,23.0,4.0,21,Beerbeer,1777,1
1085,0,4.0,1.0,34,Strong beer,2485,1
1086,1,57.0,3.0,55,Water,6677,0
1087,1,95.0,1.0,57,Fanta,1503,1
1088,1,98.0,3.0,31,Fanta,5617,0
1089,0,83.0,3.0,32,Cola,136,1
1090,0,98.0,3.0,65,Fanta,3101,1
1091,1,84.0,3.0,23,Fanta,478,1
1092,1,21.0,0.0,43,Fanta,679,1
1093,1,56.0,5.0,27,Fanta,6303,0
1094,0,17.0,2.0,65,Bugbeer,9353,0
1095,0,73.0,0.0,21,Fanta,201,1
1096,1,18.0,2.4767078189300413,80,Bugbeer,4026,1
1097,1,33.0,2.4767078189300413,33,Beerbeer,4166,0
1098,1,69.0,1.0,45,Cola,1438,0
1099,0,95.0,2.4767078189300413,38,Fanta,2407,1
1100,1,64.0,0.0,54,Water,405,0
1101,0,88.0,2.0,74,Bugbeer,7537,1
1102,0,15.0,2.4767078189300413,17,Water,8659,1
1103,1,5.0,0.0,11,Cola,5392,0
1104,1,65.0,2.4767078189300413,32,Beerbeer,5666,1
1105,1,76.0,5.0,33,Strong beer,3135,1
1106,1,9.0,2.0,50,Water,5402,1
1107,0,92.0,4.0,74,Beerbeer,3000,1
1108,1,89.0,1.0,68,Cola,5664,0
1109,0,10.0,1.0,17,Fanta,3518,0
1110,1,49.0,4.0,14,Water,5192,0
1111,0,92.0,2.0,15,Fanta,2401,1
1112,0,57.0,1.0,33,Cola,1226,1
1113,1,2.0,2.4767078189300413,44,Fanta,4403,0
1114,0,49.0,2.4767078189300413,59,Fanta,1612,1
1115,1,76.0,3.0,11,Water,680,1
1116,1,78.0,2.0,59,Cola,7059,1
1117,0,26.0,2.0,29,Beerbeer,6293,0
1118,0,98.0,1.0,33,Water,86,0
1119,1,56.0,4.0,77,Fanta,272,1
1120,1,81.0,2.0,39,Cola,4156,1
1121,0,45.0,4.0,60,Bugbeer,950,1
1122,1,55.0,5.0,20,Cola,302,1
1123,0,49.0,0.0,69,Fanta,952,0
1124,0,74.0,4.0,76,Fanta,9411,0
1125,1,59.0,1.0,79,Cola,7502,0
1126,1,67.0,5.0,33,Fanta,8373,1
1127,1,85.0,2.4767078189300413,12,Water,6866,0
1128,0,100.0,3.0,22,Strong beer,5660,1
1129,0,70.0,4.0,76,Cola,4538,0
1130,1,66.0,2.4767078189300413,33,Beerbeer,8717,0
1131,0,45.0,1.0,28,Beerbeer,2009,0
1132,1,39.0,2.4767078189300413,24,Strong beer,2337,1
1133,0,53.0,1.0,61,Beerbeer,4151,1
1134,0,72.0,2.0,55,Fanta,1883,1
1135,1,52.0,0.0,22,Water,3910,1
1136,0,42.0,1.0,15,Water,5986,1
